benchmark,problem_id,hypothesis_index,proposal_correctness,reference_trajectory_value,sensitivity_trajectory_value,trajectory_value_delta,reference_sign,sensitivity_sign,reference_category,sensitivity_category,reference_replicates,sensitivity_replicates
omni_16k,p_72b466560dbe6698,4,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
omni_16k,p_94d797f69fb3cbf8,0,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
omni_16k,p_94d797f69fb3cbf8,1,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
omni_16k,p_94d797f69fb3cbf8,2,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
omni_16k,p_94d797f69fb3cbf8,3,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
omni_16k,p_94d797f69fb3cbf8,4,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
omni_16k,p_3481c68c7eb11bd0,0,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_3481c68c7eb11bd0,1,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_3481c68c7eb11bd0,2,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_3481c68c7eb11bd0,3,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_3481c68c7eb11bd0,4,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_90716595c086430b,0,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
omni_16k,p_90716595c086430b,1,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
omni_16k,p_90716595c086430b,2,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
omni_16k,p_90716595c086430b,3,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
omni_16k,p_90716595c086430b,4,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
omni_16k,p_a10cf2fd42d78147,0,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_a10cf2fd42d78147,1,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_a10cf2fd42d78147,2,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_a10cf2fd42d78147,3,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_a10cf2fd42d78147,4,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_02473396cfc13c24,0,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
omni_16k,p_02473396cfc13c24,1,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
omni_16k,p_02473396cfc13c24,2,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
omni_16k,p_02473396cfc13c24,3,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
omni_16k,p_02473396cfc13c24,4,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
omni_16k,p_ff0938c8a5ea7a85,0,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_ff0938c8a5ea7a85,1,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
omni_16k,p_ff0938c8a5ea7a85,2,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_ff0938c8a5ea7a85,3,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_ff0938c8a5ea7a85,4,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_454fe6b1876a1d73,0,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_454fe6b1876a1d73,1,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_454fe6b1876a1d73,2,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_454fe6b1876a1d73,3,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_454fe6b1876a1d73,4,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_4094679734ca73c9,0,0,-1.0,0.16666667,1.16666667,-1,1,wrong_harmful,wrong_helpful,5,3
omni_16k,p_4094679734ca73c9,1,0,0.0,0.16666667,0.16666667,0,1,wrong_neutral,wrong_helpful,5,3
omni_16k,p_4094679734ca73c9,2,0,0.0,0.16666667,0.16666667,0,1,wrong_neutral,wrong_helpful,5,3
omni_16k,p_4094679734ca73c9,3,0,0.0,-0.16666667,-0.16666667,0,-1,wrong_neutral,wrong_harmful,5,3
omni_16k,p_4094679734ca73c9,4,0,-0.2,0.16666667,0.36666667,-1,1,wrong_harmful,wrong_helpful,5,3
omni_16k,p_7f1499971679d683,0,0,0.0,-0.33333333,-0.33333333,0,-1,wrong_neutral,wrong_harmful,5,3
omni_16k,p_7f1499971679d683,1,0,0.0,-0.33333333,-0.33333333,0,-1,wrong_neutral,wrong_harmful,5,3
omni_16k,p_7f1499971679d683,2,0,0.0,-0.33333333,-0.33333333,0,-1,wrong_neutral,wrong_harmful,5,3
omni_16k,p_7f1499971679d683,3,0,0.2,0.0,-0.2,1,0,wrong_helpful,wrong_neutral,5,3
omni_16k,p_7f1499971679d683,4,0,0.0,-0.33333333,-0.33333333,0,-1,wrong_neutral,wrong_harmful,5,3
omni_16k,p_117a1ef4475dec48,0,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_117a1ef4475dec48,1,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_117a1ef4475dec48,2,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_117a1ef4475dec48,3,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_117a1ef4475dec48,4,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_bd720dd2d821e436,0,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_bd720dd2d821e436,1,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_bd720dd2d821e436,2,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_bd720dd2d821e436,3,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_bd720dd2d821e436,4,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_a7157444b65b0996,0,0,-0.1,0.5,0.6,-1,1,wrong_harmful,wrong_helpful,5,3
omni_16k,p_a7157444b65b0996,1,0,0.9,-0.16666667,-1.06666667,1,-1,wrong_helpful,wrong_harmful,5,3
omni_16k,p_a7157444b65b0996,2,0,0.9,-0.5,-1.4,1,-1,wrong_helpful,wrong_harmful,5,3
omni_16k,p_a7157444b65b0996,3,0,0.3,0.5,0.2,1,1,wrong_helpful,wrong_helpful,5,3
omni_16k,p_a7157444b65b0996,4,0,-0.1,-0.5,-0.4,-1,-1,wrong_harmful,wrong_harmful,5,3
omni_16k,p_cc8eb3d99ead5969,0,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_cc8eb3d99ead5969,1,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_cc8eb3d99ead5969,2,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_cc8eb3d99ead5969,3,1,1.0,1.0,0.0,1,1,correct_helpful,correct_helpful,5,3
omni_16k,p_cc8eb3d99ead5969,4,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_50ca4d972e9a01cb,0,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_50ca4d972e9a01cb,1,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_50ca4d972e9a01cb,2,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_50ca4d972e9a01cb,3,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_50ca4d972e9a01cb,4,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_3a15d319fac5c07b,0,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_3a15d319fac5c07b,1,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_3a15d319fac5c07b,2,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_3a15d319fac5c07b,3,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_3a15d319fac5c07b,4,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_b82aecab84bbf2bd,0,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_b82aecab84bbf2bd,1,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_b82aecab84bbf2bd,2,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_b82aecab84bbf2bd,3,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_b82aecab84bbf2bd,4,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_a9555c87b76e66ab,0,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_a9555c87b76e66ab,1,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_a9555c87b76e66ab,2,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_a9555c87b76e66ab,3,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_a9555c87b76e66ab,4,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_f7312e11b9e37f95,0,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_f7312e11b9e37f95,1,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_f7312e11b9e37f95,2,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_f7312e11b9e37f95,3,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_f7312e11b9e37f95,4,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_4a86e2ab591c19d1,0,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_4a86e2ab591c19d1,1,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_4a86e2ab591c19d1,2,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_4a86e2ab591c19d1,3,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_4a86e2ab591c19d1,4,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_a661404b2763d97f,0,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_a661404b2763d97f,1,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_a661404b2763d97f,2,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_a661404b2763d97f,3,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_a661404b2763d97f,4,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_37fb7cc72c0866bc,0,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_37fb7cc72c0866bc,1,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_37fb7cc72c0866bc,2,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_37fb7cc72c0866bc,3,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_37fb7cc72c0866bc,4,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_525811fb1039fd8d,0,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_525811fb1039fd8d,1,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_525811fb1039fd8d,2,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_525811fb1039fd8d,3,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_525811fb1039fd8d,4,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_ccc1488ba4368137,0,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_ccc1488ba4368137,1,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_ccc1488ba4368137,2,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_ccc1488ba4368137,3,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_ccc1488ba4368137,4,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_06840bf271ded292,0,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_06840bf271ded292,1,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_06840bf271ded292,2,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_06840bf271ded292,3,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_06840bf271ded292,4,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_b1df032fcb3e40b0,0,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_b1df032fcb3e40b0,1,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_b1df032fcb3e40b0,2,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_b1df032fcb3e40b0,3,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_b1df032fcb3e40b0,4,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_fdbd3bc386b45677,0,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_fdbd3bc386b45677,1,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_fdbd3bc386b45677,2,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_fdbd3bc386b45677,3,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_fdbd3bc386b45677,4,0,-1.0,-1.0,0.0,-1,-1,wrong_harmful,wrong_harmful,5,3
jeebench,p_cf659c6aa40cc1fa,0,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_cf659c6aa40cc1fa,1,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_cf659c6aa40cc1fa,2,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_cf659c6aa40cc1fa,3,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_cf659c6aa40cc1fa,4,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_3f158241f68ef5e7,0,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_3f158241f68ef5e7,1,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_3f158241f68ef5e7,2,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_3f158241f68ef5e7,3,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_3f158241f68ef5e7,4,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_342623ba0584de9c,0,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_342623ba0584de9c,1,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_342623ba0584de9c,2,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_342623ba0584de9c,3,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_342623ba0584de9c,4,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_28d7c84627a0e1a4,0,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_28d7c84627a0e1a4,1,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_28d7c84627a0e1a4,2,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_28d7c84627a0e1a4,3,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_28d7c84627a0e1a4,4,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_8c4061c00029e642,0,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_8c4061c00029e642,1,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_8c4061c00029e642,2,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_8c4061c00029e642,3,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_8c4061c00029e642,4,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_bf3a643e5f26c091,0,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_bf3a643e5f26c091,1,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_bf3a643e5f26c091,2,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_bf3a643e5f26c091,3,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_bf3a643e5f26c091,4,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_0107565ddef326be,0,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_0107565ddef326be,1,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_0107565ddef326be,2,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_0107565ddef326be,3,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_0107565ddef326be,4,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_98f7db05b6192e70,0,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_98f7db05b6192e70,1,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_98f7db05b6192e70,2,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_98f7db05b6192e70,3,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_98f7db05b6192e70,4,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
scibench,p_deda9b3767a893ea,0,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
scibench,p_deda9b3767a893ea,1,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
scibench,p_deda9b3767a893ea,2,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
scibench,p_deda9b3767a893ea,3,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
scibench,p_deda9b3767a893ea,4,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
scibench,p_cc87a6267d4b325a,0,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
scibench,p_cc87a6267d4b325a,1,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
scibench,p_cc87a6267d4b325a,2,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
scibench,p_cc87a6267d4b325a,3,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
scibench,p_cc87a6267d4b325a,4,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
scibench,p_aa1fee6a9a096bfd,0,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
scibench,p_aa1fee6a9a096bfd,1,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
scibench,p_aa1fee6a9a096bfd,2,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
scibench,p_aa1fee6a9a096bfd,3,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
scibench,p_aa1fee6a9a096bfd,4,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
scibench,p_6e9a042406628075,0,0,0.4,0.66666667,0.26666667,1,1,wrong_helpful,wrong_helpful,5,3
scibench,p_6e9a042406628075,1,0,0.4,0.66666667,0.26666667,1,1,wrong_helpful,wrong_helpful,5,3
scibench,p_6e9a042406628075,2,0,-0.2,0.33333333,0.53333333,-1,1,wrong_harmful,wrong_helpful,5,3
scibench,p_6e9a042406628075,3,0,-0.2,0.33333333,0.53333333,-1,1,wrong_harmful,wrong_helpful,5,3
scibench,p_6e9a042406628075,4,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
scibench,p_c9903154029f927d,0,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
scibench,p_c9903154029f927d,1,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
scibench,p_c9903154029f927d,2,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
scibench,p_c9903154029f927d,3,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
scibench,p_c9903154029f927d,4,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
scibench,p_a876b2a58a1863aa,0,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
scibench,p_a876b2a58a1863aa,1,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
scibench,p_a876b2a58a1863aa,2,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
scibench,p_a876b2a58a1863aa,3,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
scibench,p_a876b2a58a1863aa,4,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
scibench,p_32d7eedf7f04b49c,0,1,0.4,0.33333333,-0.06666667,1,1,correct_helpful,correct_helpful,5,3
scibench,p_32d7eedf7f04b49c,1,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
scibench,p_32d7eedf7f04b49c,2,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
scibench,p_32d7eedf7f04b49c,3,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
scibench,p_32d7eedf7f04b49c,4,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
