benchmark,problem_id,hypothesis_index,proposal_correctness,reference_trajectory_value,sensitivity_trajectory_value,trajectory_value_delta,reference_sign,sensitivity_sign,reference_category,sensitivity_category,reference_replicates,sensitivity_replicates
omni_16k,p_283abee205a0bdcc,2,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_283abee205a0bdcc,3,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_283abee205a0bdcc,4,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_2286bb9cd762e3a2,0,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
omni_16k,p_2286bb9cd762e3a2,1,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
omni_16k,p_2286bb9cd762e3a2,2,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
omni_16k,p_2286bb9cd762e3a2,3,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
omni_16k,p_2286bb9cd762e3a2,4,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
omni_16k,p_8840fd7eb8a55e95,0,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_8840fd7eb8a55e95,1,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_8840fd7eb8a55e95,2,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_8840fd7eb8a55e95,3,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_8840fd7eb8a55e95,4,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_8cd1be805f449dda,0,0,0.0,-0.33333333,-0.33333333,0,-1,wrong_neutral,wrong_harmful,5,3
omni_16k,p_8cd1be805f449dda,1,0,-0.2,0.0,0.2,-1,0,wrong_harmful,wrong_neutral,5,3
omni_16k,p_8cd1be805f449dda,2,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
omni_16k,p_8cd1be805f449dda,3,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_8cd1be805f449dda,4,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
omni_16k,p_f9de11249bf1fc97,0,1,0.1,0.16666667,0.06666667,1,1,correct_helpful,correct_helpful,5,3
omni_16k,p_f9de11249bf1fc97,1,0,-0.1,0.16666667,0.26666667,-1,1,wrong_harmful,wrong_helpful,5,3
omni_16k,p_f9de11249bf1fc97,2,0,0.1,0.16666667,0.06666667,1,1,wrong_helpful,wrong_helpful,5,3
omni_16k,p_f9de11249bf1fc97,3,0,-0.1,0.16666667,0.26666667,-1,1,wrong_harmful,wrong_helpful,5,3
omni_16k,p_f9de11249bf1fc97,4,0,0.1,0.16666667,0.06666667,1,1,wrong_helpful,wrong_helpful,5,3
omni_16k,p_e18496401752c9f7,0,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
omni_16k,p_e18496401752c9f7,1,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
omni_16k,p_e18496401752c9f7,2,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
omni_16k,p_e18496401752c9f7,3,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
omni_16k,p_e18496401752c9f7,4,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
omni_16k,p_2a47524cfd974029,0,0,0.0,-0.33333333,-0.33333333,0,-1,wrong_neutral,wrong_harmful,5,3
omni_16k,p_2a47524cfd974029,1,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
omni_16k,p_2a47524cfd974029,2,0,-0.2,0.0,0.2,-1,0,wrong_harmful,wrong_neutral,5,3
omni_16k,p_2a47524cfd974029,3,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
omni_16k,p_2a47524cfd974029,4,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
omni_16k,p_1241f0b3e42b8f19,0,0,0.1,0.5,0.4,1,1,wrong_helpful,wrong_helpful,5,3
omni_16k,p_1241f0b3e42b8f19,1,0,0.1,0.5,0.4,1,1,wrong_helpful,wrong_helpful,5,3
omni_16k,p_1241f0b3e42b8f19,2,0,-0.3,0.5,0.8,-1,1,wrong_harmful,wrong_helpful,5,3
omni_16k,p_1241f0b3e42b8f19,3,0,-0.1,0.16666667,0.26666667,-1,1,wrong_harmful,wrong_helpful,5,3
omni_16k,p_1241f0b3e42b8f19,4,1,0.3,0.5,0.2,1,1,correct_helpful,correct_helpful,5,3
omni_16k,p_79ff7a91000fa218,0,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_79ff7a91000fa218,1,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_79ff7a91000fa218,2,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_79ff7a91000fa218,3,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_79ff7a91000fa218,4,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_b2366d6eaae730c2,0,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_b2366d6eaae730c2,1,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_b2366d6eaae730c2,2,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_b2366d6eaae730c2,3,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_b2366d6eaae730c2,4,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_37a325f679659e68,0,1,-0.2,-0.5,-0.3,-1,-1,correct_harmful,correct_harmful,5,3
omni_16k,p_37a325f679659e68,1,1,0.2,-0.5,-0.7,1,-1,correct_helpful,correct_harmful,5,3
omni_16k,p_37a325f679659e68,2,1,0.0,-0.5,-0.5,0,-1,correct_neutral,correct_harmful,5,3
omni_16k,p_37a325f679659e68,3,1,0.0,-0.5,-0.5,0,-1,correct_neutral,correct_harmful,5,3
omni_16k,p_37a325f679659e68,4,1,0.0,-0.16666667,-0.16666667,0,-1,correct_neutral,correct_harmful,5,3
omni_16k,p_4aa0508ef878677c,0,0,-0.2,0.0,0.2,-1,0,wrong_harmful,wrong_neutral,5,3
omni_16k,p_4aa0508ef878677c,1,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
omni_16k,p_4aa0508ef878677c,2,0,-0.6,-0.33333333,0.26666667,-1,-1,wrong_harmful,wrong_harmful,5,3
omni_16k,p_4aa0508ef878677c,3,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
omni_16k,p_4aa0508ef878677c,4,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
omni_16k,p_cf80eabef1bd0e9c,0,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_cf80eabef1bd0e9c,1,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_cf80eabef1bd0e9c,2,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_cf80eabef1bd0e9c,3,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
omni_16k,p_cf80eabef1bd0e9c,4,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_262bd4812703a4e3,0,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_262bd4812703a4e3,1,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_262bd4812703a4e3,2,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_262bd4812703a4e3,3,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_262bd4812703a4e3,4,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_b0b25c1bf9b5ea0f,0,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_b0b25c1bf9b5ea0f,1,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_b0b25c1bf9b5ea0f,2,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_b0b25c1bf9b5ea0f,3,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_b0b25c1bf9b5ea0f,4,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_fd74064947c1d2f6,0,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_fd74064947c1d2f6,1,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_fd74064947c1d2f6,2,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_fd74064947c1d2f6,3,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_fd74064947c1d2f6,4,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_a9555c87b76e66ab,0,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_a9555c87b76e66ab,1,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_a9555c87b76e66ab,2,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_a9555c87b76e66ab,3,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_a9555c87b76e66ab,4,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_c600c50d552a89dc,0,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_c600c50d552a89dc,1,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_c600c50d552a89dc,2,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_c600c50d552a89dc,3,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_c600c50d552a89dc,4,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_19b3f6705926e31e,0,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_19b3f6705926e31e,1,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_19b3f6705926e31e,2,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_19b3f6705926e31e,3,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_19b3f6705926e31e,4,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_35abe6a339b755bc,0,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_35abe6a339b755bc,1,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_35abe6a339b755bc,2,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_35abe6a339b755bc,3,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_35abe6a339b755bc,4,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_6ae1ee54e282a014,0,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_6ae1ee54e282a014,1,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_6ae1ee54e282a014,2,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_6ae1ee54e282a014,3,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_6ae1ee54e282a014,4,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_bbfda4bc648d5299,0,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_bbfda4bc648d5299,1,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_bbfda4bc648d5299,2,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_bbfda4bc648d5299,3,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_bbfda4bc648d5299,4,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_7e09efcebe168883,0,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_7e09efcebe168883,1,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_7e09efcebe168883,2,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_7e09efcebe168883,3,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_7e09efcebe168883,4,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_d67ad3d377b2995d,0,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_d67ad3d377b2995d,1,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_d67ad3d377b2995d,2,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_d67ad3d377b2995d,3,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_d67ad3d377b2995d,4,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_9422e2e41ef9d72b,0,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_9422e2e41ef9d72b,1,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_9422e2e41ef9d72b,2,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_9422e2e41ef9d72b,3,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_9422e2e41ef9d72b,4,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_4083d44c0462dfd5,0,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_4083d44c0462dfd5,1,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_4083d44c0462dfd5,2,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_4083d44c0462dfd5,3,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_4083d44c0462dfd5,4,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_35aa8537662e135f,0,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_35aa8537662e135f,1,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_35aa8537662e135f,2,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_35aa8537662e135f,3,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_35aa8537662e135f,4,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_ce1f4d9f384cf72e,0,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_ce1f4d9f384cf72e,1,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_ce1f4d9f384cf72e,2,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_ce1f4d9f384cf72e,3,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_ce1f4d9f384cf72e,4,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_e4c93eaf7232a4ac,0,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_e4c93eaf7232a4ac,1,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_e4c93eaf7232a4ac,2,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_e4c93eaf7232a4ac,3,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_e4c93eaf7232a4ac,4,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_2b5be7cad8685551,0,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_2b5be7cad8685551,1,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_2b5be7cad8685551,2,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_2b5be7cad8685551,3,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_2b5be7cad8685551,4,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
jeebench,p_8c4061c00029e642,0,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_8c4061c00029e642,1,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_8c4061c00029e642,2,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_8c4061c00029e642,3,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_8c4061c00029e642,4,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_1f8e30fb7dfafb8a,0,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_1f8e30fb7dfafb8a,1,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_1f8e30fb7dfafb8a,2,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_1f8e30fb7dfafb8a,3,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_1f8e30fb7dfafb8a,4,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
jeebench,p_159c813deedac6a7,0,1,-0.2,0.16666667,0.36666667,-1,1,correct_harmful,correct_helpful,5,3
jeebench,p_159c813deedac6a7,1,1,0.0,-0.5,-0.5,0,-1,correct_neutral,correct_harmful,5,3
jeebench,p_159c813deedac6a7,2,1,-0.2,-0.16666667,0.03333333,-1,-1,correct_harmful,correct_harmful,5,3
jeebench,p_159c813deedac6a7,3,1,0.2,-0.16666667,-0.36666667,1,-1,correct_helpful,correct_harmful,5,3
jeebench,p_159c813deedac6a7,4,0,-0.6,-0.83333333,-0.23333333,-1,-1,wrong_harmful,wrong_harmful,5,3
scibench,p_deda9b3767a893ea,0,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
scibench,p_deda9b3767a893ea,1,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
scibench,p_deda9b3767a893ea,2,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
scibench,p_deda9b3767a893ea,3,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
scibench,p_deda9b3767a893ea,4,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
scibench,p_cc87a6267d4b325a,0,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
scibench,p_cc87a6267d4b325a,1,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
scibench,p_cc87a6267d4b325a,2,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
scibench,p_cc87a6267d4b325a,3,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
scibench,p_cc87a6267d4b325a,4,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
scibench,p_aa1fee6a9a096bfd,0,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
scibench,p_aa1fee6a9a096bfd,1,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
scibench,p_aa1fee6a9a096bfd,2,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
scibench,p_aa1fee6a9a096bfd,3,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
scibench,p_aa1fee6a9a096bfd,4,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
scibench,p_6e9a042406628075,0,1,-0.1,0.16666667,0.26666667,-1,1,correct_harmful,correct_helpful,5,3
scibench,p_6e9a042406628075,1,1,0.1,0.5,0.4,1,1,correct_helpful,correct_helpful,5,3
scibench,p_6e9a042406628075,2,0,-0.3,-0.16666667,0.13333333,-1,-1,wrong_harmful,wrong_harmful,5,3
scibench,p_6e9a042406628075,3,0,-0.1,0.16666667,0.26666667,-1,1,wrong_harmful,wrong_helpful,5,3
scibench,p_6e9a042406628075,4,0,-0.3,0.16666667,0.46666667,-1,1,wrong_harmful,wrong_helpful,5,3
scibench,p_c9903154029f927d,0,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
scibench,p_c9903154029f927d,1,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
scibench,p_c9903154029f927d,2,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
scibench,p_c9903154029f927d,3,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
scibench,p_c9903154029f927d,4,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
scibench,p_a876b2a58a1863aa,0,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
scibench,p_a876b2a58a1863aa,1,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
scibench,p_a876b2a58a1863aa,2,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
scibench,p_a876b2a58a1863aa,3,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
scibench,p_a876b2a58a1863aa,4,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
scibench,p_da3a08ca309d9557,0,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
scibench,p_da3a08ca309d9557,1,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
scibench,p_da3a08ca309d9557,2,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
scibench,p_da3a08ca309d9557,3,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
scibench,p_da3a08ca309d9557,4,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
scibench,p_a2afacfe9b52daaf,0,1,0.0,0.0,0.0,0,0,correct_neutral,correct_neutral,5,3
scibench,p_a2afacfe9b52daaf,1,0,0.0,0.0,0.0,0,0,wrong_neutral,wrong_neutral,5,3
